Time (s),Satellite ID,Longitude (deg),X (km),Y (km),Z (km),VX,VY,VZ,ideal VX,ideal VY,ideal VZ,ideal x,ideal_y,ideal_z,Status
910,01,45.0,27083.167129952533,31856.141781168895,705.7062396491164,-3.4466417609941593,2.3787103230987503,1.1240292940340022,-3.4451655809442023,2.380446657839584,1.1240677618006187,27766.700807739715,31721.01787858433,0,non-stationkeeping
920,01,45.0,27049.337993752553,31879.937168517725,716.741274060418,-3.3128310878006313,2.363221320377993,1.029583227539565,-2.3152001214751197,2.0236083820594835,0.0,27743.556188653205,31741.26240411749,0,stationkeeping
930,01,45.0,27015.43326985243,31902.94194755113,726.6027885418606,-3.3193017523997677,2.284035739125728,0.9114792374561134,-2.3166755206120833,2.021919142452671,0.0,27720.396809415997,31761.490042636844,0,stationkeeping
940,01,45.0,26982.314180516834,31925.324058468093,736.1065768669455,-3.239902505571754,2.22167120602588,0.8748272579647411,-2.3181496872293375,2.0202288271426916,0.0,27697.222682349366,31781.700783380864,0,stationkeeping
950,01,45.0,26949.127947857076,31946.659067986795,743.5516678495917,-3.2456053329024925,2.1170511996221544,0.6686243334252336,-2.3196226205425954,2.018537437028829,0.0,27674.033819782424,31801.894615597015,0,stationkeeping
960,01,45.0,26916.16911433822,31967.779641140994,749.5339335850928,-3.221937043970539,2.095550922993507,0.5220358060696292,-2.3210943197682257,2.0168449730109375,0.0,27650.830234052133,31822.071528541765,0,stationkeeping
970,01,45.0,26884.618633113296,31988.56633756839,755.1721927204042,-3.080551938298587,2.062162293255573,0.4871398009040716,-2.3225647841232533,2.0151514359894436,0.0,27627.611937503294,31842.231511480557,0,stationkeeping
980,01,45.0,26853.8580234212,32011.18352678019,759.7180175127298,-3.0009715067501483,2.2445931358754048,0.3776600156582789,-2.324034012825361,2.0134568268653443,0.0,27604.378942488518,31862.374553687878,0,stationkeeping
990,01,45.0,26823.00665689671,32033.263457832967,764.191086074234,-3.0092702169173604,2.190774436930145,0.36995138421048507,-2.325502005092888,2.011761146540207,0.0,27581.13126136824,31882.50064444719,0,stationkeeping
1000,01,45.0,26793.44888867576,32054.35018867725,768.4019615328712,-2.879541169084499,2.091550409052637,0.34336318676280714,-2.3269687601448323,2.010064395916169,0.0,27557.86890651071,31902.609773051016,0,stationkeeping
1010,01,45.0,26765.219872628022,32073.806695668292,770.7216994094331,-2.7464382183692155,1.9289127821674639,0.15439554609395573,-2.328434277200849,2.008366575895937,0.0,27534.591890291995,31922.701928800863,0,stationkeeping
1020,01,45.0,26738.024106369132,32092.939492498936,771.7339860175288,-2.6429312051916893,1.8966959619155068,0.023810617327409606,-2.3298985554812535,2.006667687382786,0.0,27511.300225095943,31942.777101007294,0,stationkeeping
